"id","time","view","title","from_user","text","WoC","PROBLEMS","COMP","COMP2","SCI","Justification"
111,"03/07/2013 22:39:37","Inquiry Step 2","Holes in the ozone layer","u32","{[I need to understand]:}How the use of fossil fuels will cause holes in the ozone layer?
","Q","E",,,,
112,"03/07/2013 22:42:11","Inquiry Step 2","More effective solutions?","u32","Your answers are all great. Based on this situation, can you think of an even more effective solution other than those mentioned in the other notes? Or do you think this problem is simply unsolvable?","D",,,,,
113,"03/08/2013 08:08:32","Inquiry Step 2","ehy does the fossil fuels make holes in the ozone layer","u5","{[We found]: in this page: http://www.proyectopv.org/1-verdad/capaozono.htm that The human being releases chemicals into the air like the fabrics that gradually infiltrate in all areas of the atmosphere, including the stratosphere. These chemicals descompose in the stratosphere due to high levels of ultra violet solar radiation and ozone decomposes, decreasing significantly the layer forming. There drilling thinning and ozone, and this phenomenon is the result of human activity. } ","E",,,,,
114,"03/08/2013 08:22:01","Inquiry Step 2","drilling thinning the ozone layer","u5","{[My Theory]:  is that of cause of humans in the ozone layer we are making holes thats why they are drilling thinning because the ozone layer is making thinner and there are going to create holes }  ","T",,1,1,1,"P"
115,"03/08/2013 08:16:58","Inquiry Step 2","Humans's affect the ozone layer.","u4","{[I need to understand]: the ""drilling thinning and ozone"" sentence. I don't understand what you mean there. } ","Q","E",,,,
116,"03/08/2013 08:18:22","Inquiry Step 2","WHY WE DONT CHANGE ","u16","bodon, I think that even we now this solution the humanity always have the nesecety to reproduce in base of having babies and even the people is teach by kid its imposible to take away from the people the need to have a babie!","T",,2,1,2,"P"
117,"03/08/2013 08:16:12","Inquiry Step 2","Few people care","u6","We know the solutions, but we haven´t apply them because there is a really small quantity of people who really care about over population.","D",,,,,
118,"03/08/2013 08:19:26","Inquiry Step 2","An efective solution","u11","I think that a efective solution is to educate people to care about whats happening in the world right now. Also","D",,,,,
119,"03/08/2013 08:22:11","Inquiry Step 2","effective solutions","u25","I think an effective solution will be doing publicity on television, another solution will be teaching kids that overpopulation cant continue and that kids when they are growing tell other people.","D",,,,,
120,"03/08/2013 08:23:09","Inquiry Step 2","answer to gaby","u23","{[My Theory]: i think if we keep reproducing it will come to a very high rate and we will have a overpass of carrying capacity } ","T",,1,1,3,"P"
121,"03/08/2013 08:26:37","Inquiry Step 2","Carrying Capacity of humans","u4","{[I need to understand]: this fact. } ","D",,,,,
122,"03/08/2013 08:23:41","Inquiry Step 2","Cows or cars?","u15","But the only problem are not the cars and the humans, i found here: http://science.howstuffworks.com/zoology/mammals/methane-cow.htm that cows and other grazing animals emit dozens of polluting gases almost as the same amount produce by cars. ","E",,,,,
123,"03/08/2013 08:27:57","Inquiry Step 2","answer to bodong","u11","Because people have always had the necessity to produce, they need to work and produce to support their families. I think that they know what is happening but they just cant stop it","D",,,,,
124,"03/09/2013 08:48:49","Inquiry Step 2","Other problems","u7","I think overpopulation doesn't affect only the environment. I found in this web page http://www.buzzle.com/articles/overpopulation-problems.html that it affect in health problems, because ""The amount of waste produced by increasing population will hamper the waste management program in several countries. Untreated waste and poor hygiene will result in the spread of diseases. A large population will make the spread of contagious diseases even easier. Health resources available with us will not be sufficient enough to cater to the needs of the huge population"".
 ","T",,3,1,4,"G"
125,"03/09/2013 09:10:19","Inquiry Step 2","More ways","u7","According to this web page http://wiki.answers.com/Q/Ways_to_prevent_over_population_growth 
Spread awareness (awareness means: informed of current developments)
Educate people 
Strict rules from government

Are some ways to prevent overpopulation.
","E",,,,,
126,"03/09/2013 12:56:11","Inquiry Step 2","OVER POPULATION ","u28","Yes no so many people care about the problem but we can make that the people start caring mare of this problem that we have in that we have in the world.","D",,,,,
127,"03/09/2013 13:02:53","Inquiry Step 2","SOLUTIONS FOR OVERPOPULATION","u28","The overpopulation also cause other problems. This are: problems in the environment, in the politic and economic. The over population is destroying animals and plants, we are finishing with life and oxygen that is giving with the plants (trees). The over population also cause some health problems.
Some solution are to stop the over population or to prevent the consequence of overpopulation are: to teach people the problem to care and help to solve.
According to www.buzzle.com/articles/overpopulation-solution-to-overpopulation.htmi
the solution is to keep the population check. Educate the people and tell them about the problem and talk about ""the bird and the bees"". ","T",,3,2,4,"G"
128,"03/09/2013 14:20:02","Inquiry Step 2","ANSWER TO ISA","u28","I think your theory is ok, if we keep go trow the carrying capacity will cause many problems  because if we keep reproducing we will need more resources, because there will be more individuals  and we will have limiting factors and we will star dying because we will need resources for survive.
","T",,3,2,4,"G"
129,"03/09/2013 16:51:15","Inquiry Step 2","Family Planning Makes a Difference","u27","Hello to all :) I agree with Sara, overpopulation is a big problem, but that people don't care or don't know about it is a much bigger one. I think it's more likely that people don't know that don't care, because if they knew what the issue is about, they probably would realize the consequences, and try to help to prevent it. There has been a change, because in Colombia, in the 19th century, the population didn't know about family planning, therefore, people had many babies. For example, the Colombian citizen, president of our country in the named period, Tomás Cipriano de Mosquera, this based on what our social studies teacher told us. :)","T",,4,3,3,"G"
130,"03/09/2013 17:06:24","Inquiry Step 2","Building on Each Other to Reach to a Conclusion","u27","{[I need to understand]:}Hi Vale :) I like your summary a lot, it is very complete, but, what your point of view is. Do you think the One Child Policy of China should maintain as a law? Why or why not?  Maybe, if you complete your text with this, we can argue about it and we could build-on each other's opinion and get to a conclusion. 
","Q","E",,,,
131,"03/09/2013 17:17:52","Inquiry Step 2","Our Planet's Carrying Capacity","u27","{[I need to understand]:}Hi Vero! This is a really interesting question, however,  if by ""Carrying Capacity of humans"" you mean the maximum number of bacteria that a human can support, or the number of humans the Earth can support.  I think maybe you confused the concept of carrying capacity, therefore you phrased the question wrong. Remember that this is ""a term used by ecologists to describe the maximum number of animals of a given species that a habitat can support indefinitely, without permanently degrading the environment."" http://www.umac.org/ocp/CarryingCapacity/info.html, Uppac Midwest Aerospace Consortium. I'll answer the most likely question to me, which is the one of our planet's carrying capacity. According to that last page, scientists now believe that Earth's carrying capacity if approximately of 12 billion people. This means that population levels are increasing in an amazingly fast rate, since we already passed the middle. If this increase continues, we'll finish with resources, and then, wars will occur, many deaths, less births, which will cause the crash of human population. There are some ways to prevent this to happen, for example, education and family planning. I hope I helped you :)
","T",,4,3,4,"G"
132,"03/09/2013 20:16:11","Inquiry Step 2","Others consequences","u22","{[New information]: Some others consequences of Overpopulation are: Countries go to war for natural resources and living space, rivers and bays are polluted because of high level of population and industrialization, and cost of living is very high because of short supply of food, energy. 
For more consequences: http://www.lucidpages.com/doom.html } ","E",,,,,
133,"03/09/2013 20:23:27","Inquiry Step 2","Babies","u22","{[New information]: According to: http://www.pestworldforkids.org/ants.html ""Some queen ants can live for many years and have millions of babies!"" So, one specie that can have more babies in are the ants.  } ","E",,,,,
134,"03/09/2013 20:35:51","Inquiry Step 2","My theory","u22","{[My Theory]: I think that we already know the solutions, but the objective of being married is to have babies so, they always want to have babies without caring about the Overpopulation. } ","T",,3,2,2,"P"
135,"03/10/2013 13:34:14","Inquiry Step 2","Will Humanity Have Limiting Factors Someday?","u6","{[My Theory]: : Humanity is the only specie who can produce more resources with their knowledge } Taking into account this, {[I need to understand]:  if humanity will have limiting factors someday (reach the carrying capacity, and resource limits)}","Q","F",,,,
136,"03/10/2013 13:41:15","Inquiry Step 2","Compromise","u6","I agree with Laura's idea, but, I think the principal solution is a compromise that we, humanity, have to make. People can know solutions and consequences of over population but it depends on us to apply solutions or not.","T",,1,1,3,"P"
137,"03/09/2013 10:31:18","Inquiry Step 2","My Theory","u10","{[My Theory]:  In think people already knows the effects of overpopulation but they don't care enough because since they were kids they had keep the idea that the objective of marriage is to make a family } ","T",,3,1,2,"P"
138,"03/09/2013 10:43:46","Inquiry Step 2","To Remember","u10","Burning things also make lots of carbon dioxide. Natural fires like forest fires make carbon dioxide. Things that humans burn make CO2, too.","E",,,,,
139,"03/09/2013 11:05:58","Inquiry Step 2","Compromise","u10","I agree with you Sara, but how is people going to make this kind of compromise, I think publicity is not going to be enough I think maybe this has to be a international event in which every one can give his or her opinion , so later they can make a big conclusion.","T",,2,2,2,"P"
140,"03/10/2013 18:06:24","Inquiry Step 2","Recommendation","u21","Juan Fe, I like your explanation and in your text any person will understand of what you are talking about, but I think that you need more information. Look this topic has a lot of things to explain and you told the basic things and I think that{[This theory cannot explain]: with out you point of view or you opinions} ","D",,,,,
141,"03/10/2013 18:21:55","Inquiry Step 2","Agree with Maca","u21","Maca, I am very agree of what you already told. Look in China the overpopulation was damage this resources or these necessary things and for that reasons the law of that a Chinese family can only have one baby is currently exist.","T",,3,1,2,"P"
142,"03/10/2013 18:31:25","Inquiry Step 2","Advice and question to Vale Cruz","u21","Vale C, I know that the causes of over population are not only the environment, but {[A better theory]: can be explaining better if you explain it in your own worlds and not with copy paste, because how we can know that you understand it } so, a small recommendation is that with your ponit of view. And to finish I have a question to you. What you think about Macas topic?","D",,,,,
143,"03/10/2013 20:06:21","Inquiry Step 2","Compromise","u17","I agree with Ethan, humanity needs to know all the consequences of overpopulation or it will simply not work because with a compromise that a little amount of people do will not have a big impact.","T",,2,2,3,"P"
144,"03/10/2013 20:22:17","Inquiry Step 2","People have to care","u17","I agree with Sara, the people doesn’t care for this problem and that makes it impossible to solve. So we have to find a way to show people how important is to stop this problem because of the huge consequences it can cause in the future.","T",,2,1,2,"P"
145,"03/10/2013 20:29:00","Inquiry Step 2","Humanity will have limiting factors?","u17","In my opinion I will think that human will not have limiting factors because they can produce their own resources. But I would like to know if some day people will just start fighting for those resources that man kind can produce.","T",,3,3,1,"P"
146,"03/11/2013 15:25:45","Inquiry Step 2","How could they have so many babies?","u32","{[I need to understand]:}This is so interesting! What factors may help these queen ants live so long and have so many babies?","Q","E",,,,
147,"03/11/2013 15:41:43","Inquiry Step 2","Limiting factors in local areas","u32","{[My Theory]:}Great question. Maybe it's hard to think about limiting factors for the global population as a whole. But for some local areas, resources such as drinking water and food are in shortage. So  is humans are having limiting factors right now. What do you think?","T",,3,2,3,"P"
148,"03/11/2013 15:58:43","Inquiry Step 2","When did this problem start?","u32","{[I need to understand]:}A very interesting article! When gases of livestock started to become a problem, and whether this is related to overpopulation?
","Q","E",,,,
149,"03/17/2013 10:54:22","Inquiry Step 2","Some sokutions and consequence for overpopulation","u28","{[New information]: Some other consequence of overpopulation are:wars between countries, with the politics, economy and the environment POLITICS, because there are many fights for many things specially for the farmland.
ECONOMY, because the countries don’t have enough food to support themselves And ENVIORMENT, because all persons need space. The waste that we produce and the need expand cities cause that the animals, plants and water get affect.
Some solutions for overpopulation according to www.buzzle.com/articles/overpopulation-solutions-to-overpopulation.html are education, tax concessions and family planing.  } ","E",,,,,
150,"03/17/2013 19:57:39","Inquiry Step 2","Disagreement with Ethan: People don't know, therefore, they don't care!","u27","I disagree with you, because the majority of the Colombian population is poor, therefore, this people don't have enough money to pay school. This causes illiteracy; a prove that not all people know about the effects of overpopulation, since they never went to school, teachers never taught them about this issue, they never got the chance to learn. If they knew, of course they would care! They would realize what humans have done, like we did when we first learned about this topic. On the other hand, I agree with the fact that the objective of marriage is to have a family. But, there is family planning, which is a way of preventing overpopulation {[My Theory]: is that the base of this problem is indeed the lack of education of the worldwide population. }","T",,4,3,4,"G"
151,"03/17/2013 21:20:24","Inquiry Step 2","Africa or South America","u22","{[New information]: According to: http://placesbook.org/south-america South America is the fourth largest continent in land area. Only Asia, Africa, and North America are larger. Asia, Europe, Africa, and North America all have more people. So, there is more population in all Africa.   } ","E",,,,,
154,"03/17/2013 17:17:30","Inquiry Step 2","?? JP","u10","{[I need to understand]: which is the question you would like to know, I didn't have an idea of what you are trying to say } ","D",,,,,
155,"03/19/2013 15:46:14","Inquiry Step 2","Compromise and Education","u6","{[My Theory]: : society has to make a commitment but how are we going to make it if we don't know about it? And, if we know about it and we don't care?So, the principal things to improve and make population reproduce in a smaller quantity are: education and compromise } ","T",,3,1,2,"P"
156,"03/29/2013 09:53:52","Populations - Final View","Reasons of and solutions to overpopulation",,"{[Putting our knowledge together]:  the causes of overpopulation include the natural neccesity to reproduce, the lack of education, poor living conditions, people don't care, etc. And one possibile solution is to teach the problem in schools to help everybody take action. } 


 (Criterion: why overpopulation is produced)

 (Criterion: that people dont know about overpopulation and that we have to make people know of overpopulation.)

 (Criterion: how populations increase or decrease)

 (Criterion: how populations increase or decrease)

 (Criterion: how populations increase or decrease)

 (Criterion: why the situation of overpopulation in Colombia have not changed yet.)

 (Criterion: The principal solution for overpopulation)

[[the base of this problem is indeed the lack of education of the worldwide population.][from 8676]][[overpopulation is a big problem, but that people don't care or don't know about it is a much bigger one.][from 8000]][[Becasuse people have always had the necesity to produce, they need to work and produce to support their families. Ithink that they know what is happening but they just cant stop it][from 7783]][[I think that we already know the solutions, but the objective of being married is to have babies so, they always want to have babies without caring about the Overpopulation][from 8123]][[One possible sollution for the consequence of overpopulation is to teach in the schools the pronlem that cause the over population.][from 6502]][[the mayority of the Colombian population is poor][from 8676]][[I think the principal solution is a compromise that we, humanity, have to make. People can know solutions and consequences of over population but it depends on us to apply solutions or not.][from 8214]]","S",,,,,
157,"03/29/2013 09:55:14","Populations - Final View","Consequences of overpopulation",,"{[Putting our knowledge together]:  overpopulation of humans will cause many problems, such as exhaust of resources, increase of CO2 waste, air polution, spread of diseases, lose of farmland, and so on. } 
{[Next we will]: use scientific concepts we've learned and evidence to further explain why overpopulation has these concequences. } 

 (Criterion: Consequences of overpopulation)

 (Criterion: human population patterns)

 (Criterion: how populations increase or decrease)

 (Criterion: The consequences our world might suffer if we continue with overpopulation)

 (Criterion: How the ozone layer is being depleted)

 (Criterion: the effect of overpopulation)

[[the increase of people will cause a disminution of resources and a increase of Co2 and diseases][from 5197]][[it affect in health problems, because ""The amount of waste produced by increasing population will hamper the waste management program in several countries.Untreated waste and poor hygiene will result in the spread of diseases.][from 7878]][[Some other consequence of overpopulations][from 8655]][[POLITICS, because there are many fights for many things specially for the farmland.
ECONOMY, because the countries dont have enough food to support themselfs. And ENVIORMENT, because all persons need space. The waste that we produce and the need expand cities cause that the animals, plants and water get affect.][from 8655]][[The human being releases chemicals into the air][from 7370]][[The overpopulatio affects many things, like in: economy, enviorment and politic][from 6502]]","S",,,,,
158,"03/29/2013 09:56:37","Populations - Final View","Towards a scientific understanding of overpopulation",,"{[Now we think]: overpopulation is caused by the imbalance between reproduction and death and the population exceeds the biological carrying capability.  } 
{[Next we will]: apply what we've learned about population dynamics to get a thorough scientific explanation of overpopulation (not only for humans but also other species). } 

 (Criterion: that overpopulation  is many people in a small space that dont have enough resources)

 (Criterion: why smaller animals have more babies than bigger animals)

 (Criterion: how overpopulation occurs)

[[overpopulation was an excess of people in the world][from 5244]][[organisms must maintain a balance between reproduction and death and, therefore, if a species lives longer, it must have few babies, because if not, there will be overpopulation, but if it lives shorter, it must have many babies, to prevent extinction.][from 5674]][[""Overpopulation is a condition in which some population can, under certain circumstances, grow so large or dense that it exceeds the biological carrying capacity][from 6121]]","S",,,,,
159,"04/04/2013 10:32:28","Populations - Final View","Agreement with this Contribution","u27","I agree with this theory because it puts together all our thinking and correctly explains the consequences and the most relevant solution for overpopulation. However, I would like to contribute to the fact that people don't care, saying that maybe this is due to the fact that they don't know.","T",,1,1,2,"P"
160,"04/04/2013 10:22:26","Populations - Final View","Education with Compromise","u6","I totally agree with this conclusion. Solutions to this problems are a combination of two things things mainly: education and compromise. To know about over population and how to prevent it, we need education. But, to accomplish those solutions, we need compromise.","T",,1,2,2,"P"
161,"04/04/2013 10:36:35","Populations - Final View","Comprimise?","u4","{[I need to understand]: what do you mean by compromise } ","Q","E",,,,
162,"04/04/2013 10:41:48","Populations - Final View","No Consequences with Education","u14","I'm agree with this conclusion about the main consequences and problems that overpopulation will bring us, if we don't stop it. We need to teach the kids and people about how to contribute and prevent, aporting a little bit. With lots of little supports, we can make a huge help to the environment, preventing more consequences of overpopulation. Its time to make the change! ","T",,2,3,2,"P"
163,"04/07/2013 18:14:58","Populations - Final View","Conclusion about the Problem of Overpopulation","u27","I learned, by reading all these contributions, that overpopulation is a worldwide problem, caused due to the fact that people don't know about it, therefore, they don't care. 
I can conlude, using this information, that overpopulation is the exceed of the Earth's carrying capacity. So if this happens, human population will crash into a decreasing trend of births and an increasing trend of deaths. This will be because resources will not be enough for everyone, generating wars. For all these reasons, we need to prevent this to happen. Education will be effective, if people make a compromise and really try to take care of our planet.","S",,,,,
164,"04/07/2013 18:32:42","Populations - Final View","Compromise: The Commitment to Improve","u27","Hi Veronica :) By compromise, Sara means people have to be really committed with the improvement of their habits, with family planning, with using protection when having a sexual relationship. All of this showing that they CARE about overpopulation and that they want to prevent it. This compromise will be reflected in their actions. ","T",,3,2,3,"P"
165,"04/07/2013 16:17:32","Populations - Final View","Compromise Recognize?","u10","Hi Ana... I would like to know how would you make this compromise for people to start taking care to be recognized. You would start by education teaching children the importance of overpopulation or you would start a campaign for a correct family planning to avoid overpopulation? If you would not do anyone, then Which would be your strategy?","Q","E",,,,
166,"04/08/2013 21:40:38","Populations - Final View","AGREE","u28","I agree with this contribution because is saying that the overpopulation is causing many problems in the world, that we can solve teaching the problem to other people. But this is not the only solution because some people won't know these or won't pay attention, so other solution could be to keep the population observe.","T",,1,1,2,"P"
167,"04/08/2013 22:04:13","Populations - Final View","What I learned","u28","I learned that the overpopulation  affects many things, like the politics, economy, resources and environment I also learned that their are solutions for the overpopulation, like to teach all the people of the problems and to keep the population observe.
I can conclude that the overpopulation affect all the of us and the environment","S",,,,,
168,"04/09/2013 19:07:52","Populations - Final View","Feedback","u5","I think that this conclusion is very well done because it has all the aspects and it aport to us many information. Now I know that overpopulation affect economy politics and environment. I think that all the aspects are very interesting and that they aport very much to our knowledge. I think that we can do an effort to help the world so that this doesn't occur. Everyone have to put a little piece to solve the problem and we can teach the people that this is very important.","T",,3,2,2,"P"
169,"04/09/2013 19:09:33","Populations - Final View","more ideas for a scientifical understanding of population","u5","{[Putting our knowledge together]: we can say that the over population is caused by the inbalance between reproduction and deaths and that we have to control that becuase there will be a point in wich the earth will not accept more people becuase there is not more space so we are going to start dying. } 
{[Next we will]:  make the people understand that they are not able to have so many babies because they need to thing that the world is for all not only for them. }   
{[New information]: the poor people have more babies that the rich ones because they maybe doesn´t have the enought inteligens to know that they can not maintain their babies because they are poor and take care of them.  } ","S",,,,,
170,"04/10/2013 21:03:15","Populations - Final View","What I think and my conclusions","u6","I think that the two main solutions for over population, as I already said, are: education and compromise. In this way we have knowledge and we know exactly what we should do and what we shouldn't. But, we can know about solutions and don't apply them, so, this is why commitment is important: to apply all what we know that will help for improving this situation.

I can conclude that over population is caused by all of us. So we, humanity have to fix this problem together","T",,3,1,2,"P"
171,"04/10/2013 21:32:49","Populations - Final View","Conclusion of what I learn of overpopulation","u21","I conclude and learn, by reading this ideas or contributions that overpopulation is a big problem that we need to solve and take care about it. The causes of overpopulation are that the necessary resources for life can ""die"" or disappear"" and that is impossible to recover again. This huge worldwide problem is very worrying because it doesn´t have a proper solution, there is not yet an exact answer of how we can improve this. But people thinks or invent some tips that can help us. When I search of this topic the majority of pages said that educations is the best plan for the future of OVERPOPULATION, so I think that if we teach a little community that do not knows about what are the big causes of overpopulation and fall on account maybe if they have dedication they can change something of this problem. ","S",,,,,
172,"04/10/2013 21:57:55","Populations - Final View","Completely agree with this contribution","u21","I am completely agree with this smart contribution! I always think that the solution of the problems is education. There are so many people in the world that is impossible to teach every single person of the planet but I think that if we start with a little community maybe we can improve this. I know that there are people that doesn´t care about OVERPOPULATION, but my hypothesis is that they doesn´t know nothing about the serious causes (resources dying). 
So finally this is the best idea to try to solve this huge problem.","T",,3,3,3,"P"
173,"04/11/2013 21:56:39","Populations - Final View","Condition of Colombian people","u22","{[Putting our knowledge together]: We all know that the best solution is education, but we also know that many people in the world are poor or don´t have the best resources like us. We know that the majority of Colombian people are poor, so my idea is that the government intervene giving money to build more schools, but I also think that the government are thinking in this moment in others problem. They will pay attention to this huge problem when they see it will continue increasing.  } ","T",,3,3,2,"P"
174,"04/11/2013 22:02:41","Populations - Final View","Conclusions","u22","I learned that Overpopulation is a huge problem that is not in our hands for helping it, is in hands of the government but, as always, they will only pay attention to it when it will be bigger. Other think I learned is that the solution of this problem is education but if we only know it and not apply it we can´t do nothing. We have to apply it for having a better world.

I can conclude that Overpopulation is our fault for don´t having compromise with our planet.  ","S",,,,,
175,"04/12/2013 08:52:04","Populations - Final View","Reflexion","u10","I learned that Overpopulation is a great problem that people must start taking care of because maybe in a future there won't be enough resources for all of us, so school's must start teaching them what can happen if we continue this way. This phenomenon has solutions like a correct family planning or the expansion of cities. I also learned that animals have different reproductive capacity from us, ants have a very short life and they reproduce in a very very fast way while we have a very long life but we don't reproduce so much. I think the most exciting findings were the aspects in which overpopulation can affect, it doesn't only affects the society and the environment, it also  affects politics. I think all the ideas we construct leaded to a conclusion so the time we spent in KF was taken into advantage. I would like to keep searching for ideas that could make Overpopulation easier to solve, so in some future population in all the world could be balanced.
","S",,,,,
176,"04/12/2013 09:01:08","Populations - Final View","Reflexion","u20","I learnd in this knoledge forum was what was a promising idea. Th most interesting intervation whwer the ones of the people who make really dificul question to ansewrs. The ideas who didn´t get anything where the ones that where not able to understand. I will like to continue working with food chains.","R",,,,,
177,"04/12/2013 09:03:33","Populations - Final View","Reflexion.","u4","-What have I learned? I learned about population dinamics, overpopulation, and knowledge forum
-What were the most exciting findings? In the knowledge forum, I found many promising ideas I never thought could be a solution for overpopulation, for example, commitment.
-Which ideas didn't get to anything? Some ideas were not very clear for understanding and weren't leading the problem to any answer, but to more problems.
-Which ideas i like to continue working on? I would like to continue with the idea of solving the problem of overpopulation by compromise and commitment.","R",,,,,
178,"04/12/2013 08:58:46","Populations - Final View","Reflexions and Conclusions","u27","In this unit, I have learned about population dynamics, and I´ve applied this knowledge by discussing about the problem of overpopulation, which I also learned. Within this worldwidew issue, I've improved my thinking and the way I managed populations, for example, I´ve judged the world´s situation and concluded that if we don´t stop, we could exceed the carrying capacity, and this would cause the crash of not only humans, but of all the species on Earth.
The most exciting findings were, in my opinion, the way that populations can change within the density dependent factors and their competition among other organisms and the fact that the Earth, as every space in it, has a carrying capacity, and the only way for us not to exceed it is compromise, and it only depends on us, humans.
The ideas that didn't get to anything were the ones that already had an answer. For example, the country with the largest population. That is not an interesting question that requires an investigation, that requires discussion. It has an answer, it's a fact.
I would like working on population dynamics, the way they change with the different factors that affect them, the relationships between organisms. Also, I would like to investigate deeply on Charles Darwin's theory of evolution, and how populations develop certain characteristics within generations. I would like to know about examples, and study them closely. ","R",,,,,
179,"04/12/2013 08:58:36","Populations - Final View","Reflexion","u22","In this unit I have learned that Overpopulation is one of the biggest problem in the world, but also one of the problems less important for the population. The most exciting finding I learned were that the majority of the colombian population is poor and that the solution for the problem of Overpopulation is education and compromise. All the ideas I saw were interesting and with all of them I could work and all the ideasn were useful. I will like to continue working in the condition of Colombian people, the situation of Colombia and the resources. ","R",,,,,
180,"04/12/2013 08:57:44","Populations - Final View","Conclusion ","u15","I learned that overpopulation is a big problem, that affects all the world but that there are ways of prevent it like showing and teaching the people about this problem.
I can conclude that if the people continue the same way there will be a momente in wich we reach our carrying capacity, all the resources will be over and also all the space but if we teach te people how to prevent overpopulation things may change","R",,,,,
181,"04/12/2013 08:59:15","Populations - Final View","Reflexion","u15","I learned about overpulation, the causes and the consequences of it, also how we can prevent it or control it.

The most exiting findings were how overpopulation occurs and how we can prevent it.
The ideas that didnt get to anything were the population in some places in the world.
The ideas that I will like to continue working at is why some animals have the capacity of letting to much eggs and other that let a small quantity of eggs.","R",,,,,
182,"04/12/2013 09:04:26","Populations - Final View","Reflexion","u17","In this unit I learned how population dinamics and waht are the great consecuences of overpopulation. The most exciting findings were the importance of stop overpopulation and the consecuences this problem can produce in  the future. One of the ideas that we couldn´t give an pricise answer was how to stop overpopulation but I would like to keep working on it and maybe find an answer.","R",,,,,
183,"04/12/2013 09:14:06","Populations - Final View","Correction","u20","I think you can do your text in another way for being more organize and understandable.","D",,,,,
184,"04/12/2013 09:00:42","Populations - Final View","reflexion","u13","I learned that, overpopulation is a big problem because it can create things that would make that the human beings die because the resources can get over and that can go get the world to a war for resorces.
that in china thers a rule that they can only have one kid.
I think that all the ideas get us to something.
what will hapen in china with the overpopulation.","R",,,,,
185,"04/12/2013 09:03:35","Populations - Final View","Reflexion","u7","In this unit I have learned the consequences of overpopulation, and population dynamics. The most exciting findings were finding many solutions for overpopulation. The ideas that didnt get to anything were the ones that were not so clear or didnt have an answer. I will like to continue working in the consequences of overpopulation. ","R",,,,,
186,"04/12/2013 09:00:28","Populations - Final View","Reflexion","u25","*What have I learned in this unit?
In this unit I learn how overpopulation affect us.

*What were the most exciting findings?
Finding solutions for overpopulation and also finding why if we have solutions for overpopulation the people dont use them.

*Wich ideas didnt get to anything?
No one I think all the ideas get to something.

*Wich ideas will I like to continue working on?
why people don use the solutions we did for overpopulation?
","R",,,,,
187,"04/12/2013 09:12:25","Populations - Final View","Answer for Juan Felipe Gomez","u25","I agree about what you are saying but you can organuze those ideas,also copy the questions so we know what are you talking about. And also complete does ideas.","D",,,,,
188,"04/12/2013 09:04:07","Populations - Final View","I AGREE","u28","{[My Theory]: I think that the OVERPOPULATION is a huge problem, but many of people don’t care about it. I  agree that the education is the best way, but not all have the possibility to learn. Not only in our country, also in others, like in Africa. } ","T",,2,2,3,"P"
189,"04/12/2013 09:10:50","Populations - Final View","REFLEXION","u28","I learn in this unit that the OVERPOPULATION is a huge problem that we have to solve. 
I found many new things, I found what is the problem,also I learn many solution for this problem. 
I think that all the ideas get an answer and we get to a conclusion.
I will like to continue working in the idea of OVERPOPULATION to solve this problem, with more solution.","R",,,,,
190,"04/12/2013 09:01:32","Populations - Final View","Conclusion","u9","I learned population dinamics and ways to measure it.
The promising ideas because they could be the true.
Some experiments  that couldnt be approved.
More better experiments
JFG
Sorry it was Reflexion","R",,,,,
191,"04/12/2013 09:11:08","Populations - Final View","Answer to Santiago Rodriguez","u9","I agree with you because you are saing the right of the things","D",,,,,
192,"04/12/2013 09:07:19","Populations - Final View","REFLEXION","u24","I have learn how to know the number of the population in a special place how it affects the area.The most exciting thing was to learn with a very important guy that came from Canada to teach us the consequences of over population.The idea that didnt get to anything was why somo animals lais more eggs than humans.The idea that i want to continueworkin on is HOW OVER POPULLATION WILL AFFECT THE FUTURE!!!!!! ","R",,,,,
193,"04/12/2013 09:09:23","Populations - Final View","reflexion","u5","In this unit I have learn that overpopulation is the overpasing of carring capacity of an specie and the things that cause the over population. I think that the most exinting finding was when I write the poor people are the ones who have more babies and jenny start telling me that I have to look for a page to say that to make it more interesting. I think that all the ideas were solve becasue we investigate together and we got an answer. The ideas that I will like to work in the future is.....","R",,,,,
194,"04/12/2013 09:07:35","Populations - Final View","Reflexion","u11","Ilearned that promising ideas not only come of scientists, that everyone can have a promising idea, and to measure population dynamics.And overpopulation is a really big problem

Things about polution and how it affect the population

the things of where there is more population

Growth of population","R",,,,,
195,"04/12/2013 09:13:04","Populations - Final View","reflection","u23","what have i learned in this unit? Ive learned what are the consequences of overpopulation and population dynamics.What were the most exciting findings? The most exciting findinds were how to stop overpopulation. which ideas didnt get to anything? i think all ideas tought me a lot. which ideas will i like to continue working on? i would like to learn more what will happen with the population in china.","R",,,,,
196,"04/12/2013 09:11:03","Populations - Final View","Reflexion Sara Buitrago","u6","In this unit I learned lots of things but mostly that overpopulation is something that all humanity must take care of. We all made this problem so we all have to fix it. 
I think that is really interesting to know that always populations have the necesity to find balance and this is why we, humans live a really long time but don´t reproduce fast with lots of children while some fish live a short time but reproduces fast. If we, humans would reproduce fast, human population would be enormous!
There were some ideas who didn't get to anything such as: ""Which is the biggest population in the Earth?"" Because this changes frequently: in every minute lots of kids are born.
I would like to continue working on population balance.
","R",,,,,
